発表日	ﾀｰｹﾞｯﾄ会社名	買収側の社名	売却側の社名	発表時ﾃﾞｨｰﾙ総額(百万)	取引状況	売却側企業 12ｶ月EBITDA	売却側企業 12ｶ月営業利益率	売却側企業 12ｶ月粗利益率	売却側企業 過去12ｶ月売上高	買収側企業 12ｶ月EBITDA	買収側企業 12ｶ月営業利益率	買収側企業 12ｶ月粗利益率	買収側企業 過去12ｶ月売上高	ﾀｰｹﾞｯﾄ企業 12ｶ月EBITDA	ﾀｰｹﾞｯﾄ企業 12ｶ月営業利益率	ﾀｰｹﾞｯﾄ企業 12ｶ月粗利益率	ﾀｰｹﾞｯﾄ企業 過去12ｶ月売上高	売却側のﾃｨｯｶｰ	売却側企業 従業員総数	売却側企業 産業ｸﾞﾙｰﾌﾟ	買収側のﾃｨｯｶｰ	買収側企業 従業員総数	買収側企業 産業ｸﾞﾙｰﾌﾟ	ﾀｰｹﾞｯﾄ会社のﾃｨｯｶｰ	ﾀｰｹﾞｯﾄ企業 従業員総数	ﾀｰｹﾞｯﾄ企業 産業ｸﾞﾙｰﾌﾟ	売却側企業 付加価値	買収側企業 付加価値	ﾀｰｹﾞｯﾄ企業 付加価値	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	売却側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	買収側企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)来年度予想 1株当利益(EPS)	ﾀｰｹﾞｯﾄ企業 ﾌﾞﾙｰﾑﾊﾞｰｸﾞｺﾝｾﾝｻｽ(BEst)本年度予想 1株当利益(EPS)		売却側企業 EBITDA
05/04/2011	MarketPrizm Ltd	ｺﾙﾄ･ｸﾞﾙｰﾌﾟ	野村ホールディングス	N/A	Completed	3799.31	8.44581		14167.3	333.45	-1.67837	25.3293	1986.75					8604 JP	26647	Diversified Finan Serv	COLT LN	5438	Telecommunications	8271281Z LN		Internet				80.307	75.959	0.056	0.032				5229.81
05/17/2011	Carlyna Trading Co Ltd	プライベート･インベスター	アップルインターナショナル	N/A	Completed	5.9096	2.50578	10.324	205.008									2788 JP	79	Distribution/Wholesale			Distribution/Wholesale	8302554Z TB		Distribution/Wholesale											4.25718
06/02/2011	LNG Terminal	複数買収者	"ﾄﾀﾙｴﾅｼﾞｰｽﾞ,三井物産,ﾛｲﾔﾙ･ﾀﾞｯﾁ･ｼｪﾙ"	N/A	Completed															"Distribution/Wholesale, Oil&Gas"			"Transportation, Gas"			Oil&Gas											
06/04/2011	Worldwide Publishing Rights	Night Owl Games	ソニーグループ	N/A	Completed	13957.5	10.8483	27.3408	87230.9									6758 JP	109700	Home Furnishings	8396731Z US		Computers			N.A.				683.457	616.949						13481.1
06/08/2011	外国為替証拠金取引事業	ODL Group Ltd	岡藤日産証券ホールディングス	N/A	Completed	12.3179	8.86656		87.0052									8705 JP	483	Diversified Finan Serv	3603539Z LN		Internet			Diversified Finan Serv											11.18
06/15/2011	省電力装置製造販売事業	powerPerfector PLC	ＶＴホールディングス	N/A	Completed	176.147	4.31126	16.2059	2138.52		-14.5498		33.7191					7593 JP	3667	Retail	2080403Z LN		Commercial Services			Electronics				53.3	99.7						155.505
06/20/2011	東京スポットイマージュ	ｴｱﾊﾞｽ	イメージワン	N/A	Completed	-0.92489	-5.73904	23.3951	24.2678	7373.6	6.69053	17.0339	66329					2667 JP	50	Computers	AIR FP	126050	Aerospace/Defense	TKSIMZ JP		Commercial Services						5.072	3.902				-3.58462
06/23/2011	Substantially all assets	Persistent Systems and Solutions Ltd	Ａｂａｌａｎｃｅ	N/A	Completed	19.5458	5.05929	17.8023	252.668									3856 JP		Software	9124186Z IN		Software			Software											19.5458
05/11/2011	ゴルフ用品事業	Beijing Direct Link & Sports	セイコースポーツライフ	N/A	Completed													SCSPLZ JP		Leisure Time	BDLSPZ CH		Leisure Time			Leisure Time											
06/27/2011	オーライソフトウェア	プライベート･インベスター	ＥＰＳホールディングス	N/A	Completed	84.4857	9.28226	33.2887	673.81									4282 JP	6716	Pharmaceuticals			Software	ARSFTZ JP		Software				86.55	80.35						62.8169
07/05/2005	Aczone	ﾉﾍﾞﾘｵﾝ･ｾﾗﾋﾟｭｰﾃｨｸｽ	アステラス製薬	N/A	Completed	1752.27	8.96687	80.402	11916.3	-65.643	-73.0382	40.3725	126.965					4503 JP	15455	Pharmaceuticals	NVLNF US		Pharmaceuticals			Pharmaceuticals				129.333	107.315						1986.21
07/08/2005	Kautex Textron Keylex	ﾃｷｽﾄﾛﾝ	Keylex Co	N/A	Completed					1338	7.08788	15.6831	12472					KEYLEX JP		Auto Parts&Equipment	TXT US	33000	Miscellaneous Manufactur	KATEKZ JP		Auto Parts&Equipment						3.933	3.305				
07/15/2005	Chailease Consumer Finance Co Ltd	Financial One Corp	アコム	N/A	Completed	1012.46	37.43		2463.79	294.76	32.8727		410.356					8572 JP	5527	Diversified Finan Serv	FIN SP		Diversified Finan Serv	0792901D TT		Diversified Finan Serv				43.488	42.803						1025
07/26/2005	Rio's technology assets	SigmaTel LLC	ﾃﾞｨｰｱﾝﾄﾞｴﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Completed	88.667	4.82931	39.6336	1035.95	-33.198	-34.9818	40.1814	127.126					6735 JP	2897	Home Furnishings	SGTL US	327	Semiconductors			Home Furnishings						-1.16	-1.06				82.9982
07/27/2005	APW ジャパン	Wright Line LLC		N/A	Completed															N.A.	348152Z BH		Office Furnishings	APWJZ JP		Office Furnishings											
07/28/2005	Plug-in products	onOne Software Inc	セラーテムテクノロジー	N/A	Completed	3.41781	6.1063	60.4784	45.0473									4330 JP	289	Software	600589Z US		Software			Software											3.41781
08/22/2005	シオノギクオリカプス	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ	塩野義製薬	N/A	Completed	1178.85	37.5298	81.8938	2768.34	3879.5	46.6826		7744					4507 JP	5485	Pharmaceuticals	CG US	1825	Private Equity	SONQPZ JP		Pharmaceuticals				352.118	349.609	3.522	3.268				1247.22
08/22/2005	Shionogi Europe BV	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ	塩野義製薬	N/A	Completed	1178.85	37.5298	81.8938	2768.34	3879.5	46.6826		7744					4507 JP	5485	Pharmaceuticals	CG US	1825	Private Equity	609880Z NA		Holding Companies-Divers				352.118	349.609	3.522	3.268				1247.22
08/22/2005	Shionogi Qualicaps SA	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ	塩野義製薬	N/A	Completed	1178.85	37.5298	81.8938	2768.34	3879.5	46.6826		7744					4507 JP	5485	Pharmaceuticals	CG US	1825	Private Equity	609888Z SM		Pharmaceuticals				352.118	349.609	3.522	3.268				1247.22
08/22/2005	Qualicaps Inc	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ	塩野義製薬	N/A	Completed	1178.85	37.5298	81.8938	2768.34	3879.5	46.6826		7744					4507 JP	5485	Pharmaceuticals	CG US	1825	Private Equity	609896Z US		Pharmaceuticals				352.118	349.609	3.522	3.268				1247.22
08/25/2005	ジオシステム	マネージメントグループ	三菱商事RtMジャパン	N/A	Completed	18.5633	1.39851	3.23259	1228.13									8064 JP	11	Distribution/Wholesale			N.A.	GEOSYZ JP		Building Materials											
08/31/2005	Golf course business	ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ	千趣会	N/A	Completed	20.5414	0.81935	51.1974	741.68	33759	40.4106		61907					8165 JP	901	Retail	GS US	40800	Diversified Finan Serv			Leisure Time						37.662	53.312				13.343
09/09/2005	Research Center/France	ﾓﾄﾛｰﾗ･ｿﾘｭｰｼｮﾝｽﾞ	三菱電機	N/A	Completed	4725.86	6.65412	28.5194	41324.5	2132	19.9746	49.0425	7885					6503 JP	145653	Electrical Compo&Equip	MSI US	18000	Telecommunications			Real Estate				121.499	109.581	9.854	8.968				4183.73
09/12/2005	Reinchhold Investments BV	Kestrel I Acquisition Corp	ＤＩＣ	N/A	Completed	775.765	6.5572	22.6843	7037.51									4631 JP	22851	Chemicals	617634Z US		Investment Companies	617626Z NA		Chemicals				365.604	239.402						678.272
09/15/2005	ピクニック・アド	マネージメントグループ	シンキ	N/A	Completed	66.3256	0.883444		239.773									8568 JP		Diversified Finan Serv			N.A.	PCNADZ JP		Advertising											
09/07/2005	Sojitz Corp of America	Entrepia Ventures Inc/New York NY	双日(旧)	N/A	Completed													8004 JP	26	Distribution/Wholesale	626935Z US		Private Equity	2738Z US	380	Distribution/Wholesale											
09/21/2005	キャボットジャパン	キャボット	昭和電工	N/A	Completed	1606.61	4.02197	22.5251	12590.1	476	9.79772	23.957	3164					4004 JP	32373	Chemicals	CBT US	4500	Chemicals	SHOCABZ JP		Chemicals				288.427	0.968	5.5	4.96				548.3
09/30/2005	Kashiwa Takashimaya Station Mall	ﾌﾟﾙﾃﾞﾝｼｬﾙ･ﾌｧｲﾅﾝｼｬﾙ		N/A	Completed						16.8597		63370							N.A.	PRU US	41671	Insurance			Home Builders						12.828	13.397				
09/08/2005	学生援護会	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ		N/A	Completed					3879.5	46.6826		7744							N.A.	CG US	1825	Private Equity	GKSEKZ JP		Commercial Services						3.522	3.268				
04/04/2005	PPOL Inc	Foster Strategic Investment Partnership	フォーバル	N/A	Completed	33.5481	5.30211	36.2091	470.704					9.22118	9.67012	67.3464	68.5929	8275 JP	1966	Telecommunications	FSIPZ SP		Diversified Finan Serv	PPLI US	11	Telecommunications											31.2353
04/06/2005	eValley Inc	ﾐﾘｱﾄﾞ･ｸﾞﾙｰﾌﾟ		N/A	Completed					-6.072	-43.4708	46.4832	14.573							N.A.	MYRN SW	136	Software	EVALLZ JP		Software											
04/11/2005	TDK Semiconductor Corp	ｺﾞｰﾙﾃﾞﾝ･ｹﾞｰﾄ･ｷｬﾋﾟﾀﾙ	ＴＤＫ	N/A	Completed	2564.68	7.79582	29.1377	14931									6762 JP	128742	Computers	6083Z US	28860	Private Equity	556996Z US		Computers				334.046	292.762						2455.71
04/19/2005	クレディ・アグリコル証券会社	ＢＮＰパリバ	クレディ･アグリコル	N/A	Completed		31.5433		25902.4		22.72		54060.7					ACA FP	72520	Banks	BNP FP	193319	Banks	CAISCZ JP		Diversified Finan Serv				1.524	1.571	6.582	6.487				
05/02/2005	RNAture nucleic isolation products	ｷｱｹﾞﾝ	昭和電工マテリアルズ	N/A	Completed	518.417	1.95863	24.2933	5567.76	744.158	24.0004	65.4934	2189.51					4217 JP	23095	Chemicals	QGEN US	5600	Biotechnology			Chemicals				138.173	126.007	2.043	2.448				617.045
05/09/2005	Credit Agricole Indosuez Securities/Japan	ＢＮＰパリバ	ｸﾚﾃﾞｨ･ｱｸﾞﾘｺﾙ･ｺｰﾎﾟﾚｰﾄ･ｲﾝﾍﾞｽﾄﾒﾝﾄ･ﾊﾞﾝｸ	N/A	Completed		28.3016		9456.48		22.72		54060.7					331900Z FP	11471	Diversified Finan Serv	BNP FP	193319	Banks	CREDIAZ JP		Diversified Finan Serv						6.582	6.487				
05/23/2005	Japanese ops	プライベート･インベスター	ﾆｰﾙｾﾝ･ｺﾝｼｭｰﾏｰ･ｲﾝｻｲﾂ	N/A	Completed	12.34	5.92847	39.3723	139.682									HPOL US	542	Internet			N.A.			Internet											13.019
06/10/2005	キャリアリンク	マネージメントグループ	シンキ	N/A	Completed	66.3256	0.883444		239.773					28.4408	9.32749	22.0552	296.896	8568 JP		Diversified Finan Serv			N.A.	6070 JP	596	Commercial Services											
04/28/2005	ホリーエンジニアリング	Thai Const & Building Manufacturing PCL	ミサワホーム	N/A	Completed	160.681	2.5374	21.755	3818.49									1722 JP	8895	Home Builders	9824380Z TB		Engineering&Construction	HREGNZ JP		Engineering&Construction											138.433
05/09/2005	多賀志全営業/資産	ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ	ヤマノホールディングス	N/A	Completed	4.83313	2.92707	50.4347	125.373	33759	40.4106		61907					7571 JP	664	Retail	GS US	40800	Diversified Finan Serv			Retail						37.662	53.312				4.5146
05/31/2005	クルーザー	Lunty Co	伊豆箱根鉄道	N/A	Completed													9013 JP		Transportation	585562Z VI		Leisure Time			Leisure Time											14.7342
06/24/2005	マネーパートナーズ	マネージメントグループ		N/A	Completed															N.A.			N.A.	MNYPTZ JP		Diversified Finan Serv											
06/02/2005	台南工場	China Chemical & Pharmaceutical Co Ltd	三共	N/A	Completed					23.2123	4.72921	36.5557	288.173					4501 JP	300	Pharmaceuticals	1701 TT		Pharmaceuticals			Pharmaceuticals											
04/27/2005	アイルジャパン	マネージメントグループ	日本乾溜工業	N/A	Completed	14.6722	7.331	21.7698	166.165									1771 JP	344	Engineering&Construction			N.A.	AILEJZ JP		Engineering&Construction											9.56242
05/31/2005	ショップアンドショップス	マネージメントグループ	カネボウ	N/A	Completed	-10.2659	-21.4495	48.2248	58.3105									3102 JP	48	Cosmetics/Personal Care			N.A.	SHASHZ JP		Apparel											-10.2659
05/16/2005	Reagents business	ベクトン・ディッキンソン	アステラス製薬	N/A	Completed	1752.27	8.96687	80.402	11916.3	4824	12.8518	46.9692	19896					4503 JP	15455	Pharmaceuticals	BDX US	72000	Healthcare-Products			Commercial Services				129.333	107.315	12.387	12.881				1986.21
06/28/2005	Applico Security Inc	マネージメントグループ	アズジェント	N/A	Completed	0.536322	-2.58106	40.7246	25.9953									4288 JP	96	Internet			N.A.	588150Z US		Internet											0.778392
06/08/2005	Investment portfolio	Saints Capital LLC	ＳＢＩホールディングス	N/A	Completed	1976.2	32.8176	68.1774	5330.42									8473 JP	9209	Internet	2865191Z US		Private Equity			Internet				283.005	281.59						1907.03
06/30/2005	EC-Showa Denko KK	ｴﾑｽ - ｹﾐ･ﾎｰﾙﾃﾞｨﾝｸﾞ	昭和電工	N/A	Completed	1606.61	4.02197	22.5251	12590.1		28.7347		2333.75					4004 JP	32373	Chemicals	EMSN SW	2593	Chemicals	589595Z JP		Chemicals		908.732		288.427	0.968	25.72	22.956				548.3
06/30/2005	Embedded assets	ﾋﾞｰｽｸｳｴｱ	日本電気	N/A	Completed	3174.6	5.4007	28.9215	28724.5	-1.547	-5.96193	16.3289	42.134					6701 JP	114714	Electronics	BSQR US	70	Software			Software				369.702	296.535						3031.54
04/15/2005	ゴルフ場	Unnamed Buyer	ミサワホーム	N/A	Completed	160.681	2.5374	21.755	3818.49									1722 JP	8895	Home Builders			N.A.			Leisure Time											138.433
04/15/2005	ゴルフ場	Unnamed Buyer	ミサワホーム	N/A	Completed	160.681	2.5374	21.755	3818.49									1722 JP	8895	Home Builders			N.A.			Leisure Time											138.433
04/28/2005	ゴルフ場	Unnamed Buyer	ミサワホーム	N/A	Completed	160.681	2.5374	21.755	3818.49									1722 JP	8895	Home Builders			N.A.			Leisure Time											138.433
04/28/2005	ゴルフ場	Unnamed Buyer	ミサワホーム	N/A	Completed	160.681	2.5374	21.755	3818.49									1722 JP	8895	Home Builders			N.A.			Leisure Time											138.433
04/15/2005	ゴルフ場	Unnamed Buyer	ミサワホーム	N/A	Completed	160.681	2.5374	21.755	3818.49									1722 JP	8895	Home Builders			N.A.			Leisure Time											138.433
04/26/2005	Nippon Paper Industries Chengde Co	東●科技集団[ﾄﾞﾝﾌｫﾝ･ｻｲﾃｸ･ｸﾞﾙｰﾌﾟ]	日本製紙グループ株式会社	N/A	Completed	1107.13	2.45298	22.3073	12405.8		-368.727	26.8065	3.10329					3893 JP	13052	Forest Products&Paper	200160 CH	169	Apparel	NPICHZ CH		Forest Products&Paper				151.868	120.573						1107.13
05/31/2005	Plastics division	Port Plastics Inc	酒井興業	N/A	Completed													SKIKGZ JP		Miscellaneous Manufactur	628118Z US		Miscellaneous Manufactur			Miscellaneous Manufactur											
04/12/2005	Chifley tower office building	複数買収者	パナソニック	N/A	Completed	6470.16	5.24915	29.8506	66680.3									6752 JP	240202	Home Furnishings			Diversified Finan Serv			Real Estate				118.303	104.521						5630.86
04/28/2005	Equator Technologies Inc	ﾋﾟｸｾﾙﾜｰｸｽ	"ﾛｼﾞｬｰｽ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ,ﾎﾟﾘｺﾑ,オリックスUSA,Jafco America Ventures Inc,CIBCﾜｰﾙﾄﾞ･ﾏｰｹｯﾂ,MMC Capital Ltd,Ironside Ventures LLC,Sojecci II Ltee,i-Hatch Ventures LLC (ﾌｧﾝﾄﾞ: i-Hatch Ventures LP)"	N/A	Completed					-19.633	-66.6067	46.6524	41.149							"Telecommunications, Diversified Finan Serv, Investment Companies, Private Equity"	PXLW US	197	Semiconductors	563338Z US		Electronics						-0.137	-0.277				
01/04/2005	Alcoa Fujikura Ltd	Alcoa Corp	フジクラ	N/A	Completed	637.028	4.948	17.7038	6354.19	1733	9.41683	19.1205	10460					5803 JP	53717	Electrical Compo&Equip	AA US	12900	Mining	31797Z US		Auto Parts&Equipment				65.411	62.416	5.807	5.741				562.317
01/05/2005	サイパン・グランド・ホテル	Asia Pacific Hotel	名古屋鉄道	N/A	Completed	294.089	-1.64581	7.98624	4518.17									9048 JP	29309	Transportation	519485Z US		Lodging			Lodging				88.133	41.8						220.292
01/07/2005	システム認証機構	Unnamed Buyer		N/A	Completed															N.A.			N.A.	SYCROZ JP		Environmental Control											
01/19/2005	EYECAD 3D plant design software	Intergraph Corp	旭化成	N/A	Completed	3181.67	9.05038	32.5023	20985.9	86.838	10.2794	52.8872	593.751					3407 JP	44497	Chemicals	0376152D US	4000	Computers			Software				105.936	115.25						2877.85
02/01/2005	Dataproducts division	Clover Technologies Group LLC	リコー	N/A	Completed	780.537	-1.05389	34.3449	16479.6									7752 JP	81184	Office/Business Equip	530491Z US		Office/Business Equip			Office/Business Equip				89.355	58.13						558.337
02/10/2005	REC Advanced Silicon Materials LLC	RECｼﾘｺﾝ	小松製作所	N/A	Completed	3171.97	8.49748	26.4908	22345.2	31.8	1.07692		130					6301 JP	61564	Machinery-Constr&Mining	RECSI NO	280	Energy-Alternate Sources	533422Z US	700	Mining		85		223.946	184.962	-0.057	-0.078				3016
03/01/2005	日本油脂 BASF コーティングス株式会社	BASF	日油	N/A	Completed	334.298	16.8725	34.3438	1669.08	10718.6	3.73027	25.5993	82157					4403 JP	3755	Chemicals	BAS GR	107646	Chemicals	BANOFZ JP		Chemicals				334.785	288.285	5.777	6.418				303.322
02/18/2005	イスロン	ﾏｸﾞﾅﾁｯﾌﾟ･ｾﾐｺﾝﾀﾞｸﾀｰ	シークス	N/A	Completed	112.053	2.81975	9.22195	1980.26									7613 JP	11257	Electronics	3319820Z LX		Diversified Finan Serv	ESTONZ JP		Electronics				139.65	116.35						98.3671
03/07/2005	フードリーム	Human Unitec International Inc		N/A	Completed															N.A.	HMNU US		Commercial Services	ANFDSZ JP		Retail											
03/24/2005	Tarantula International Ltd	WPP		N/A	Completed					1662.06	5.24911	17.3135	16912.4							N.A.	WPP LN	102822	Advertising	TARANTZ JP		Advertising						0.839	0.735				
02/20/2005	エル・シー・エー・リコンストラクション	マネージメントグループ	ｴﾙ･ｼｰ･ｴｰ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ	N/A	Completed	-1.67741	-28.3387	10.5594	6.36363									4798 JP	15	Commercial Services			N.A.	LCARSZ JP		Commercial Services											-1.60242
02/18/2005	Aeon shopping center/Tomiya	シンガポール政府投資公社	イオン	N/A	Completed	4836.53	2.33066	35.4201	81691.5									8267 JP	408567	Retail	GIC SP		Investment Companies			Real Estate				43.558	33.29						4355.03
03/23/2005	Summit Rural Australia Pty Ltd	BHPﾋﾞﾘﾄﾝ･ﾆｯｹﾙ･ｳｴｽﾄ	住友商事	N/A	Completed	1609.99	-0.0440998	16.2338	45791.4	1035.75	24.5716	35.1896	2821.24					8053 JP	74920	Distribution/Wholesale	WMR AU	3066	Mining	548352Z AU		Agriculture				237.777	246.599						1056.74
03/31/2005	テイジン・アクラ社	ｱﾙﾌｧ	帝人	N/A	Completed	1069.68	6.74718	30.135	8296.29	1850.33	9.1992	23.9685	13404.3					3401 JP	21090	Textiles	ALFAA MM	56899	Holding Companies-Divers	TEIAKRZ MM		Chemicals				167.869	188.383	1.957	1.596				1050.46
03/28/2005	ミック	BHL SA	マンダム	N/A	Completed	25.2846	-4.39052	44.008	566.265									4917 JP	2914	Cosmetics/Personal Care	570339Z LX		Investment Companies	MICCOZ JP		Cosmetics/Personal Care				50.623	16.197						40.0058
03/18/2005	Chailease Meiki Resources Trading Co	Chailease Resources Trading Co	名機製作所	N/A	Completed													6280 JP	169	Machinery-Diversified	CLRSRZ TT		Distribution/Wholesale	CMRTRZ TT		Distribution/Wholesale											2.24461
02/26/2005	松下興産	Aetos Capital LLC		N/A	Completed															N.A.	116468Z US	40	Investment Companies	MTIVDZ JP		Real Estate											
03/31/2005	株式会社アルファエンタープライズ	Unnamed Buyer		N/A	Completed															N.A.			N.A.	ALPETZ JP		Commercial Services											
03/31/2005	Fallon Tokyo KK	Fallon Group Inc		N/A	Completed															N.A.	588915Z US		Advertising	FATOKZ JP		Advertising											
10/21/2004	Nippon Reinz Co Ltd	Dana Corp	三菱電線工業	N/A	Completed	-29.6035	-7.28935	10.4625	728.649									5804 JP	985	Electrical Compo&Equip	DCNAQ US	22500	Auto Parts&Equipment	NIRNZ JP		Auto Parts&Equipment											
10/18/2004	大宮センタービル	ｶｰﾗｲﾙ･ｸﾞﾙｰﾌﾟ		N/A	Completed					3879.5	46.6826		7744							N.A.	CG US	1825	Private Equity			Real Estate						3.522	3.268				
11/15/2004	GEM Microelectronics Materials	ﾊﾈｳｪﾙｲﾝﾀｰﾅｼｮﾅﾙ	三菱ケミカル	N/A	Completed	759.023	1.00027	10.5549	17763.2	7228	17.9452	32.0622	33959					4010 JP	22866	Chemicals	HON US	113000	Miscellaneous Manufactur	496296Z US		Chemicals						9.217	8.101				759.023
11/19/2004	いづみ荘	ｺﾞｰﾙﾄﾞﾏﾝ･ｻｯｸｽ･ｸﾞﾙｰﾌﾟ		N/A	Completed					33759	40.4106		61907							N.A.	GS US	40800	Diversified Finan Serv	IZMSOZ JP		Lodging						37.662	53.312				
11/17/2004	UTC Fuel Cells LLC	ﾚｲｾｵﾝ･ﾃｸﾉﾛｼﾞｰｽﾞ	東芝	N/A	Completed	2037.39	4.13412	26.3875	29890.9	7443	4.60857	15.7873	62297					6502 JP	118131	Electrical Compo&Equip	RTX US	181000	Aerospace/Defense	498782Z US		Electrical Compo&Equip				358.776	317.913	5.017	4.061				2213.22
11/30/2004	Unnamed Target	PGMI Inc		N/A	Completed					8.6552	-3.01342		29.389							N.A.	PGMC US	2	Commercial Services			Software											
11/27/2004	Auto loan portfolio	ﾒﾘﾙﾘﾝﾁ･ｱﾝﾄﾞ･ｶﾝﾊﾟﾆｰ	三菱自動車工業	N/A	Completed	288.162	-1.89375	13.5703	15571.6	6735	-0.485536		29452					7211 JP	30091	Auto Manufacturers	MER US		Diversified Finan Serv			Diversified Finan Serv				22.364	12.734						-277.371
12/01/2004	Capmark Japan KK	サヴィルス	ﾓｰﾀｰｽﾞ･ﾘｸｲﾃﾞｰｼｮﾝ	N/A	Completed					292.639	7.58357		2535.26					MTLQQ US		Auto Manufacturers	SVS LN	39067	Commercial Services	GMAC JP		Diversified Finan Serv						0.779	0.709				
12/02/2004	国際興業	ｻｰﾍﾞﾗｽ･ｷｬﾋﾟﾀﾙ･ﾏﾈｼﾞﾒﾝﾄ		N/A	Completed															N.A.	137482Z US	143502	"Investment Companies, Private Equity"	KOKKOZ JP		Transportation											
11/30/2004	Graphic Technology Inc	Vestcom International Inc	日東電工	N/A	Completed	1448.39	13.2322	32.5291	7530.21	14.8844	3.12492	25.0026	151.94					6988 JP	25424	Chemicals	VESC US	700	Commercial Services	20425Z US		Chemicals				559.479	547.725						1339.04
12/03/2004	2 bad debt asset management cos	シティグループ	ﾚﾝﾄﾞﾘｰｽ･ｸﾞﾙｰﾌﾟ	N/A	Completed	402.739	3.35625	7.68298	7391.27	43983	33.5554		80619					LLC AU	10825	Real Estate	C US	214000	Diversified Finan Serv			Diversified Finan Serv				0.688	0.442	7.791	9.999				402.739
12/03/2004	MNS Nippon Sanso	ﾘﾝﾃﾞ(合併前)	日本酸素ホールディングス株式会社	N/A	Completed	1699.85	10.8975	39.1368	8002.77	4342.65	11.3832	34.1203	19332.9					4091 JP	19357	Chemicals	LNA GR	62914	Engineering&Construction	500036Z GR		Chemicals				158.551	145.426	8.764	8.319				1600.09
